"ID","shiftID","entryTime","entry","initials","callback","key"
8981,598,23-Apr-2019 08:05:00,"AFLD2/MD OFF AFLD. RAMP CK","KF",,0
8982,598,23-Apr-2019 11:13:00,"AFLD5/KF ON AFLD FOR LIGHTING CK","KF",,0
8984,598,23-Apr-2019 13:00:00,"AERODROME CLOSED. A1C K. FLICK/KF, CIV MR K. NANKO/KN OFF SHIFT. SHIFT CKLIST AND SOP #3 CMPLT. CP  NOTIFIED OF STANDBY PERSONELL. A1C K. FLICK/KF WILL BE ON STANDBY UNTIL 0100L, AND SRA S. DESOUZA/SD WILL TAKEOVER UNTIL 0500L. LOG CLOSED","KF",,0
8989,598,23-Apr-2019 12:40:00,"AFLD5/KF ON AFLD CK (FINAL CK)","KF",,0
8990,598,23-Apr-2019 12:52:00,"AFLD5/KF OFF AFLD. FINAL CK","KF",,0
8991,598,23-Apr-2019 12:49:00,"PER TWR/IV TWR WILL BE CLOSING AT THE TOP OF THE HOUR","KF",,0
8992,599,23-Apr-2019 20:00:00,"LOG OPEN. SRA S. DESOUZA/SD (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 22M, 0V, 3L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","CB",,0
8993,599,23-Apr-2019 20:01:00,"SOP #3 INITIATED. AFLD STATUS SLIDE UPDATED","CB",,0
8994,599,23-Apr-2019 20:13:50,"NEW NOTAM: M0388/19 - RUNWAY 18 AND 36 GLIDE SLOPES AND FMQ-19 SYSTEMS WILL BE UNSERVICEABLE DUE TO MAINTENANCE.. VALID 1904252100 - 1904280900","CB",,0
8995,599,23-Apr-2019 20:14:19,"NEW NOTAM: M0389/19 - 2 X C-130S, SRFC TO 1,015 FT AGL, 26 APR/0001Z-0400Z, EAGLE DZ, SKE RUN-IN. VALID 1904260001 - 1904260400","CB",,0
8996,599,23-Apr-2019 20:15:32,"NEW NOTAM: M0390/19 - HALO, 1 X C-130, SRFC-12,500 FT MSL, 26 APR/0001Z-0400Z, EAGLE DZ. VALID 1904260001 - 1904260400","CB",,0
8997,599,23-Apr-2019 20:16:34,"NEW NOTAM: M0391/19 - 1 X C-130S, SRFC TO 1,015 FT AGL, 25 APR/0800Z - 1200Z, EAGLE DZ, SKE RUN-IN. VALID 1904250800 - 1904251200","CB",,0
8998,599,23-Apr-2019 20:19:00,"AFLD5/CB ON AFLD FOR PRIOR TO FLYING CK","CB",,0
8999,599,23-Apr-2019 20:33:00,"AFLD5/CB OFF AFLD. RSC DRY, BWC LOW, BARRIERS WITHDRAWN","CB",,0
9000,599,23-Apr-2019 20:44:00,"TWR/KG ADVISED OPENING ON THE HOUR RWY: 18 IN USE","CB",,0
9001,599,23-Apr-2019 20:54:00,"PTD BOTH UHF/VHF LOUD AND CLEAR","CB",,0
9003,599,23-Apr-2019 23:01:00,"TWR/KF INITIATED DAILY PCAS CK","CB",,0
9004,599,23-Apr-2019 23:02:00,"INITIATED DAILY SCN ALL AGENCIES RESPONDED L/C WITH THE EXCEPTION OF EM MGT","CB",,0
9005,599,24-Apr-2019 00:00:00,"AFLD5/CB ON AFLD CK (FOD)","CB",,0
9006,599,24-Apr-2019 00:25:00,"AFLD5/CB OFF AFLD. FOD WALK CMPLT. WE HAD 13 PERSONNEL ATTEND AND FOUND TWO PIECES OF FOD","CB",,0
9007,599,24-Apr-2019 00:35:00,"RECEIVED WX ADV 04-016 VALID 0300Z-0900Z. QRC #7 INITIATED","CB",,0
9009,599,24-Apr-2019 00:49:00,"AFLD5/SD ON AFLD FOR DAILY INSPECTION","CB",,0
9010,599,23-Apr-2019 22:25:00,"LMR #11 CK'D OUT TO CONTRACTOR1. THEY ARE STARTING OPERATIONS ON THE NORTH END OF THE AFLD","CB",,0
9011,599,24-Apr-2019 01:00:12,"NEW NOTAM: M0392/19 - CAUTION: CONSTRUCTION CRANE AND PERSONNEL WILL BE OPERATING DURING DAYLIGHT HOURS, LOCATED AT 139° 21'51.2E 35°44'14.9N. THE CRANE WILL BE AT A HEIGHT OF 400 FEET (121 METERS). VALID 1904270001 - 1904300700","CB",,0
9012,599,24-Apr-2019 01:26:00,"AFLD5/SD OFF AFLD. DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","CB",,0
9013,599,24-Apr-2019 02:24:00,"CALLED FIRE/SH FOR CRASH STATUS. REPORTED GREEN/11,000","CB",,0
9015,599,24-Apr-2019 02:01:00,"AFLD2/MD ON AFLD CK (CONSTRUCTION)","CB",,0
9016,599,24-Apr-2019 02:26:00,"AFLD2/MD OFF AFLD. NO CHANGES TO REPORT","CB",,0
9017,599,24-Apr-2019 02:41:00,"AFLD5/CB ON AFLD CK (RAMP CK)","CB",,0
9018,599,24-Apr-2019 02:59:00,"AFLD5/CB OFF AFLD. RAMP CK AND 483 CK CMPLT","CB",,0
9019,599,24-Apr-2019 04:15:00,"SRA S. DESOUZA/SD AND A1C C. BRISCOE/CB OFF SHIFT. SSGT K. LONEY/JB AND CIV MR. NANKO/KN ON SHIFT. SHIFT BRIEF CMPLT","CB",,0
9020,599,24-Apr-2019 03:55:00,"AFLD5/SD ON AFLD FOR RAMP CK","CB",,0
9021,599,24-Apr-2019 04:10:00,"AFLD1/XS ON AFLD CK (RQ4 SITE SURVEY)","JB",,0
9022,600,24-Apr-2019 04:15:00,"LOG OPEN. SSGT K. LONEY/JB (AMOS) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 24M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. RWY 18 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","JB",,0
9023,600,24-Apr-2019 04:47:00,"AFLD1/XS OFF AFLD, RQ4 SITE SURVEY CMPLT","JB",,0
9024,600,24-Apr-2019 04:55:00,"AFLD LIGHTING ON AFLD","JB",,0
9025,600,24-Apr-2019 04:50:00,"AFLD5/SD & EZ OFF AFLD","JB",,0
9026,600,24-Apr-2019 05:35:00,"MSGT GILMORE FROM WING SAFETY REQ BASH CANNON #4 ACTIVATION, SOP#8 INITIATED/CMPLT","JB",,0
9027,600,24-Apr-2019 06:37:00,"AFLD5/JB ON AFLD CK (AFLD DRIVING ORIENTATION)","JB",,0
9028,600,24-Apr-2019 06:51:00,"AFLD5/JB OFF AFLD. AFLD DRIVING ORIENTATION CMPLT","JB",,0
9029,600,24-Apr-2019 07:19:47,"NEW NOTAM: M0394/19 - RWY 18/36 SURFACE MARKINGS FADED AND NON-RETROREFLECTIVE. VALID 1904240717 - 1907202359","JB",,0
9030,600,24-Apr-2019 07:00:00,"TWR/KF REPORTED SPEAR14 ACFT NOTICED A BURNING CAR ON THE EAST SIDE OF YOKOTA AIR BASE WHILE DOING LOCAL PATTERN WORK, FD ALREADY RESPONDING, TWR WILL NOT INITIATE PCAS","JB",,0
9031,600,24-Apr-2019 07:21:18,"NEW NOTAM: M0395/19 - TWY ALL SURFACE MARKINGS FADED AND NON-RETROREFLECTIVE. VALID 1904240718 - 1907202359","JB",,0
9032,600,24-Apr-2019 07:22:40,"NEW NOTAM: M0396/19 - ALL SURFACE MARKINGS FADED AND NON-RETROREFLECTIVE. VALID 1904240719 - 1907202359","JB",,0
9033,600,24-Apr-2019 07:24:00,"FD/SH REPORTED VEHICLE FIRE EXTINGUISHED, NO PERSONNEL INJURED","JB",,0
9035,600,24-Apr-2019 08:29:00,"AFLD5/JB OFF AFLD. 2 SPOT CKS CMPLT","JB",,0
9036,600,24-Apr-2019 08:14:00,"CONTRACTOR1 OFF AFLD, LMR #11 RETURNED","JB",,0
9037,600,24-Apr-2019 06:00:00,"AFLD LIGHTING OFF AFLD","JB",,0
9038,600,24-Apr-2019 08:45:31,"NOTAM M0396/19 CANCELLED","JB",,0
9039,600,24-Apr-2019 08:48:55,"NEW NOTAM: M0398/19 - APRON SURFACE MARKINGS FADED AND NON-RETROREFLECTIVE. VALID 1904240848 - 1907202359","JB",,0
9040,600,24-Apr-2019 09:00:00,"WX ADVZY 04-016 EXPIRED: SURFACE WINDS GREATER THAN OR EQUAL TO 25 BUT LESS THAN 35 KTS. FORECAST VALUE: 25 KTS. QRC#7 CMPLT","JB",,0
9041,600,24-Apr-2019 09:21:00,"BALL PARK LIGHT CONTRACTOR ON AFLD","JB",,0
9042,600,24-Apr-2019 09:59:00,"AFLD5/JB ON AFLD FOR LIGHTING CK & AFLD DRIVING NIGHT ORIENTATION","JB",,0
9043,600,24-Apr-2019 09:45:00,"WX ADVZY 04-017 ISSED: SURFACE WINDS GREATER THAN OR EQUAL TO 25 BUT LESS THAN 35 KTS. FORECAST VALUE 25 KTS. VALID 04/24 09:45Z - 04/24 10:45Z. QRC #7 INITIATED","JB",,0
9045,600,24-Apr-2019 09:57:00,"QRC #7 CONT. WX ADVZY 04-017 EXTENDED UNTIL 1200Z","JB",,0
9046,600,24-Apr-2019 11:48:00,"QRC #7 CONT. WX ADVZY 04-017 EXTENDED UNTIL 1300Z","JB",,0
9048,600,24-Apr-2019 13:00:00,"TWR CLOSED, AERODROME CLOSED. WX ADVZY 04-017 EXPIRED, QRC #7 CMPLT. MR. NANKO/KN OFF DUTY, SSGT K. LONEY/JB REMAINS ON STANDBY UNTIL 1600Z. SRA S. DESOUZA/SD WILL BE ON STANDBY FROM 1600Z - 2000Z. LOG CLOSED","JB",,0
9049,600,24-Apr-2019 12:13:00,"AFLD5/JB ON AFLD CK (FINAL CK)","JB",,0
9050,600,24-Apr-2019 12:25:00,"AFLD5/JB OFF AFLD. FINAL CK","JB",,0
9051,600,24-Apr-2019 12:59:00,"BALL PARK LIGHT CONTRACTOR OFF AFLD","JB",,0
9052,601,24-Apr-2019 20:00:00,"LOG OPEN. SRA S. DESOUZA/SD (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 26M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","CB",,0
9053,601,24-Apr-2019 20:01:00,"SOP #3 INITIATED","CB",,0
9054,601,24-Apr-2019 20:05:00,"AFLD5/CB ON AFLD FOR PRIOR TO FLYING CK","CB",,0
9055,601,24-Apr-2019 20:17:00,"AFLD5/CB OFF AFLD. RSC WET, BWC LOW, BARRIERS WITHDRAWN. QRC #10 INITIATED","CB",,0
9056,601,24-Apr-2019 20:21:38,"NEW NOTAM: M0399/19 - RWY 18/36 WET WITH NO STANDING WATER. VALID 1904242021 - 1904251300","CB",,0
9057,601,24-Apr-2019 20:36:00,"AFLD LIGHTING/A1C MCWHORTER: RWY 18 THRESHOLD LGTS E42 E43 FIXED; TWY G T41-T4 REPLACED","SD",,0
9058,601,24-Apr-2019 21:10:00,"PTD 313.6 UHF L/C 119.0 VHF WAS INOPERABLE. ADVISED RAWS AND THEY ARE WORKING ON IT","CB",,0
9059,601,24-Apr-2019 21:26:00,"PTD 119.0 VHF L/C WITH TWR","CB",,0
9060,601,24-Apr-2019 22:22:00,"AFLD5/CB ON AFLD FOR DAILY INSPECTION","CB",,0
9061,601,24-Apr-2019 23:08:00,"AFLD5/CB OFF AFLD. DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","CB",,0
9063,601,24-Apr-2019 23:18:00,"BARRIER MX OFF AFLD. ADVISED DAILY INSPECTION CMPLT","CB",,0
9064,601,24-Apr-2019 23:27:00,"AFLD5/CB ON AFLD CK (ESCORT RQ4 TEAM)","CB",,0
9065,601,24-Apr-2019 22:30:00,"LMR #8 SIGNED OUT BY CTR1","SD",,0
9066,601,24-Apr-2019 22:35:00,"LMR #2 SIGNED OUT BY CTR2. 1 483 LOGGED IN COMPLIANCE","SD",,0
9067,601,24-Apr-2019 23:02:00,"TWR/KG PCAS CK ALL AGENCIES LOUD AND CLEAR","SD",,0
9068,601,24-Apr-2019 23:03:00,"SCN CK BY SD ALL AGENCIES LOUD AND CLEAR EXC EM MGMT","SD",,0
9069,601,25-Apr-2019 00:32:00,"AFLD1/CIV C. WILLIAMS/XS (AFM) ON AFLD CK (AFLD)","SD",,0
9070,601,25-Apr-2019 00:57:35,"NOTAM M0379/19 CANCELLED","SD",,0
9072,601,25-Apr-2019 01:01:00,"TWR/SZ RWY 36 IN USE. QRC #3 INITIATED/CMPLT","SD",,0
9076,601,25-Apr-2019 00:56:00,"AFLD2/MSGT C. DAVIS/CD (DAFM) ON AFLD CK (ON AFLD)","SD",,0
9077,601,25-Apr-2019 01:11:00,"PER AFLD1/XS RSC DRY. QRC #10 CMPLT","SD",,0
9078,601,25-Apr-2019 01:12:57,"NOTAM M0399/19 CANCELLED","SD",,0
9079,601,25-Apr-2019 01:18:00,"AFLD2/CD OFF AFLD","SD",,0
9080,601,25-Apr-2019 01:23:47,"NOTAM M0388/19 CANCELLED","SD",,0
9081,601,25-Apr-2019 01:37:00,"RECEIVED REPORT FROM TSGT M. DAVID DISABLED FORKLIST ON S. OVERRUN ROAD EAST OF OVERRUN. SFS PRESENT; AFLD1/XS RESPONDING","SD",,0
9082,601,25-Apr-2019 02:11:00,"PER AFLD1/XS DISABLED FORKLIFT REMOVED FROM LOCATION","SD",,0
9083,601,25-Apr-2019 02:23:00,"AFLD1/XS OFF AFLD","SD",,0
9086,601,25-Apr-2019 02:36:00,"TWR/SZ REPORTS BUNDLE ON RWY. AFLD5/CB RESPONDING. OPS SUSPENDED. QRC #8 INITIATED","SD",,0
9087,601,25-Apr-2019 02:43:00,"PER AFLD5/CB RWY APPEARS FOD FREE; OPS RESUMED. QRC #8 CMPLT","SD",,0
9088,601,25-Apr-2019 02:44:00,"AFLD5/CB OFF AFLD","SD",,0
9089,601,25-Apr-2019 02:50:00,"AFLD5/CB ON AFLD CK (ESCORT RQ4 TEAM)","SD",,0
9090,601,25-Apr-2019 02:55:00,"TWR/SZ REPORTS BUNDLE ON RWY. AFLD5/CB RESPONDING. OPS SUSPENDED. QRC #8 INITIATED","SD",,0
9091,601,25-Apr-2019 03:01:00,"PER AFLD5/CB RWY APPEARS FOD FREE; OPS RESUMED. QRC #8 CMPLT","SD",,0
9092,601,25-Apr-2019 00:57:00,"CRASH STATUS RECEIVED GREEN 9600","SD",,0
9093,601,25-Apr-2019 03:29:00,"AFLD5/CB OFF AFLD","CB",,0
9094,601,25-Apr-2019 03:25:00,"AFLD5/SD ON AFLD CK (RAMP CK)","CB",,0
9095,601,25-Apr-2019 03:50:00,"AFLD5/SD OFF AFLD. RAMP CK CMPLT","CB",,0
9096,601,25-Apr-2019 04:15:00,"SD AND CB OFF DUTY. SSGT J. GRANT/DJ (AMOS) AND CIV K. NANKO/KN (AMOC) ON DUTY. SHIFT BRIEF AND DAYSHIFT CHECKLIST CMPLT. LOG CLOSED","SD",,0
9097,602,25-Apr-2019 04:15:00,"LOG OPEN. SSGT J. GRANT/DJ (AMOS) AND MR. NANKO/KN (AMOC) ON DUTY. NOTAMS: 25M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","DJ",,0
9098,602,25-Apr-2019 05:04:00,"AFLD1/MR C. WILLIAMS/XS & MSGT C. DAVIS/CD ON AFLD","DJ",,0
9099,602,25-Apr-2019 05:10:00,"AFLD5/DJ ON AFLD FOR FOD/483 CK","DJ",,0
9100,602,25-Apr-2019 05:38:00,"AFLD1/XS & CD OFF AFLD","DJ",,0
9101,602,25-Apr-2019 05:53:00,"AFLD5/DJ OFF AFLD. FOD/483 CK CMPLT. NO FOD OBSERVED, (4) AF IMT 483 CHECKS CMPLT, ALL MEMBERS ARE IN COMPLIANCE","DJ",,0
9102,602,25-Apr-2019 05:15:00,"WX WATCH 04-003 ISSUED FOR POTENTIAL FOR LIGHTNING EXISTS WITHIN 5NM. VALID 04/25 0600Z UNTIL 04/25 0900Z","DJ",,0
9103,602,25-Apr-2019 08:13:00,"LMR #2 & 8 RETURNED","DJ",,0
9104,602,25-Apr-2019 08:17:00,"AFLD5/DJ ON AFLD CK (FOD)","DJ",,0
9105,602,25-Apr-2019 08:58:00,"AFLD5/DJ OFF AFLD. FOD CK CMPLT, NO FOD OBSERVED","DJ",,0
9106,602,25-Apr-2019 09:00:00,"SSGT J. GRANT/DJ OFF DUTY, SSGT K. LONEY/JB ON DUTY AS AMOS","JB",,0
9108,602,25-Apr-2019 12:00:00,"AFLD5/JB OFF AFLD. LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","JB",,0
9109,602,25-Apr-2019 13:00:00,"TWR CLOSED, AERODROME CLOSED. MR. NANKO/KN OFF DUTY, SSGT K. LONEY/JB REMAINS ON STANDBY UNTIL 1600Z. SRA A. PERSUAD/AP WILL BE ON STANDBY FROM 1600Z - 2000Z. LOG CLOSED","JB",,0
9110,603,25-Apr-2019 20:00:00,"LOG OPEN. SRA S. DESOUZA/SD (AMSL) AND SRA A. PERSAUD/AP (AMOC) ON DUTY. NOTAMS: 19M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","AP",,0
9111,603,25-Apr-2019 20:09:00,"AFLD5/AP ON AFLD FOR PRIOR TO FLYING CK","AP",,0
9112,603,25-Apr-2019 20:23:00,"AFLD5/AP OFF AFLD. RSC/WET, BWC/LOW, BARRIERS WITHDRAWN","AP",,0
9113,603,25-Apr-2019 20:48:00,"PTD CK CONDUCTED BY TWR/NH. BOTH FREQ READABLE WITH STATIC","SD",,0
9114,603,25-Apr-2019 20:49:00,"TWR/NH NOTIFIED AMOPS OF OPENING RWY 36 ON THE HOUR","AP",,0
9115,603,25-Apr-2019 20:52:00,"SOP#3 INITIATED","SD",,0
9116,603,25-Apr-2019 22:37:00,"AFLD5/SD ON AFLD FOR DAILY INSPECTION","AP",,0
9118,603,25-Apr-2019 22:39:00,"LMR #10 CHECKED OUT BY CONTRACTOR1","AP",,0
9119,603,25-Apr-2019 22:40:00,"LMR #12 CHECKED OUT BY CONTRACTOR2","AP",,0
9120,603,25-Apr-2019 23:09:00,"SCN CK CMPLT BY AP. ALL AGENCIES LOUD AND CLEAR W/ THE EXCEPTION OF EMERGENCY MGMT AND FLIGHT MED","AP",,0
9121,603,25-Apr-2019 23:05:00,"PCAS CK CMPLT BY TWR/NH. ALL PARTIES LOUD AND CLEAR","AP",,0
9123,603,25-Apr-2019 21:15:00,"NEW NOTAM: M0403/19 - RWY 18/36 WET WITH NO STANDING WATER. VALID 1904252114 - 1904261300","SD",,0
9124,603,25-Apr-2019 23:25:00,"AFLD5/SD OFF AFLD. DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AP",,0
9125,603,26-Apr-2019 02:27:00,"AFLD5/AP ON AFLD CK (FOD)","AP",,0
9126,603,26-Apr-2019 02:42:00,"LMR #12 RETURNED","SD",,0
9127,603,26-Apr-2019 03:07:00,"AFLD5/AP OFF AFLD. 2 483S LOGGED IN COMPLIANCE","AP",,0
9128,603,26-Apr-2019 04:15:00,"SD AND AP OFF DUTY. SSGT K. LONEY/JB (AMOS) AND CIV K. NANKO/KN (AMOC) ON DUTY. DAYSHIFT CHECKLIST AND SHIFT BRIEF CMPLT","SD",,0
9129,604,26-Apr-2019 04:15:00,"LOG OPEN. SSGT K. LONEY/JB (AMOS) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 19M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC WET, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","JB",,0
9133,604,26-Apr-2019 08:21:00,"AFLD5/JB OFF AFLD. NO CHANGES TO REPORT, 1 SPOT CK CMPLT","JB",,0
9134,604,26-Apr-2019 08:35:00,"CONTRACTOR1 OFF AFLD, LMR #10 RETURNED","JB",,0
9136,604,26-Apr-2019 10:36:00,"AFLD5/JB OFF AFLD. LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER. RSC: DRY","JB",,0
9137,604,26-Apr-2019 10:39:00,"QRC #10 INITIATED/CMPLT","JB",,0
9138,604,26-Apr-2019 12:06:00,"AFLD5/JB ON AFLD CK (FINAL CK)","JB",,0
9139,604,26-Apr-2019 12:20:00,"AFLD5/JB OFF AFLD. FINAL CK CMPLT","JB",,0
9141,604,26-Apr-2019 12:15:00,"SOP #3 INITIATED/CMPLT","JB",,0
9142,604,26-Apr-2019 13:15:00,"TWR CLOSED, AERODROME CLOSED. SSGT K. LONEY/JB REMAINS ON STANDBY UNTIL 1600Z. SRA A. PERSUAD/AP WILL BE ON STANDBY FROM 1600Z - 2000Z. LOG CLOSED","JB",,0
9143,604,26-Apr-2019 13:00:00,"MR. NANKO/KN OFF DUTY","JB",,0
9144,605,26-Apr-2019 20:00:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 17M, 9V, 3L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","AP",,0
9145,605,26-Apr-2019 20:07:00,"AFLD5/AP ON AFLD FOR PRIOR TO FLYING CK","AP",,0
9146,605,26-Apr-2019 20:01:00,"SOP #3 INITIATED","CB",,0
9147,605,26-Apr-2019 20:14:00,"UPDATED AFLD STATUS SLIDES","CB",,0
9148,605,26-Apr-2019 20:24:00,"AFLD5/AP OFF AFLD. RSC/WET, BWC/LOW, BARRIERS WITHDRAWN","AP",,0
9149,605,26-Apr-2019 20:28:41,"NEW NOTAM: M0405/19 - RWY 18/36 WET WITH LESS THAN 1/10 IN. VALID 1904262027 - 1904271300","CB",,0
9150,605,26-Apr-2019 20:48:00,"PTD BOTH 313.6/119.0 WEAK BUT READABLE","CB",,0
9151,605,26-Apr-2019 20:49:00,"TWR/NH ADVISED OPENING ON THE HOUR RWY:36 IN USE","CB",,0
9153,605,26-Apr-2019 23:22:00,"AFLD5/AP ON AFLD FOR DAILY INSPECTION","CB",,0
9154,605,26-Apr-2019 23:49:00,"TWR/NH INITIATED THE DAILY PCAS CK. ALL AGENCIES L/C","CB",,0
9155,605,26-Apr-2019 23:50:00,"INITIATED DAILY SCN CK. ALL AGENCIES RESPONDED L/C","CB",,0
9156,605,27-Apr-2019 00:21:00,"AFLD5/AP OFF AFLD. DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES; 483 CK CMPLT","CB",,0
9157,605,27-Apr-2019 01:25:00,"RECEIVED WX ADV 04-018 VALID 0300Z-1200Z FOR WINDS. QRC #7 INITIATED","CB",,0
9158,605,27-Apr-2019 02:09:00,"AFLD5/CB ON AFLD CK (483 CK)","CB",,0
9159,605,27-Apr-2019 02:27:00,"AFLD5/CB OFF AFLD. 483 CK CMPLT","CB",,0
9160,605,27-Apr-2019 02:25:00,"AFLD5/CB DECLARES RSC DRY AT THIS TIME","AP",,0
9161,605,27-Apr-2019 02:28:00,"NOTAM M0405/19 CANCELLED: RUNWAY 18/36 WET WITH NO STANDING WATER","AP",,0
9162,605,27-Apr-2019 04:15:00,"SRA A. PERSUAD/AP AND A1C C. BRISCOE/CB OFF DUTY. DAYSHIFT CKLIST CMPLT. SSGT K. LONEY/JB (AMOS) AND A1C K. FLICK/KF (AMOC) REPORTING FOR SWINGSHIFT. SHIFT BRIEF CMPLT","AP",,0
9164,606,27-Apr-2019 04:15:00,"SSGT K. LONEY/JB (AMOS) & A1C K. FLICK/KF (AMOC) ON DUTY. NOTAMS: 18M, 9V, 3L. FLIGHT PLANNING ROOM CK CMPLT. SWINGSHIFT CHECKLIST INITIATED, MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","JB",,0
9165,606,27-Apr-2019 05:00:00,"AFLD5/KF ON AFLD CK (FOD/BASH)","KF",,0
9167,606,27-Apr-2019 06:35:00," WX WATCH 04-004 ISSUED: POTENTIAL FOR LIGHTING EXISTS WITHIN 5NM. EFFECTIVE 0700Z - 1200Z, QRC #7 INITIATED","JB",,0
9168,606,27-Apr-2019 08:25:00,"QRC #7 CONT. WX WATCH 04-004 CNL, QRC #7 CMPLT","JB",,0
9170,606,27-Apr-2019 08:57:00,"AFLD5/JB OFF AFLD. 2 SPOT CKS CMPLT, SPALL FOUND ON TAXILANE A 30FT FROM CENTERLINE NEAR PARKING SPOT C12-4","JB",,0
9171,606,27-Apr-2019 09:09:00,"AFLD5/JB ON AFLD CK (COUNT TWY REFLECTORS ON THE EAST SIDE OF THE AIRFIELD AND CONDUCT LIGHTING CK)","JB",,0
9172,606,27-Apr-2019 10:10:00,"AFLD5/JB OFF AFLD. LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","JB",,0
9173,606,27-Apr-2019 11:08:57,"NEW NOTAM: M0407/19 - Replaces M0283/19: OBST LIGHTS 19 FEET AWAY FROM RUNWAY 36 OVERRUN AND ALONG THE SOUTH PERIMETER FENCE OF THE AIRFIELD ARE UNLIT.. VALID 1904271105 - 1907202359","JB",,0
9174,606,27-Apr-2019 11:38:00,"AFLD5/KF ON AFLD CK (FOD)","KF",,0
9176,606,27-Apr-2019 12:24:27,"NEW NOTAM: M0408/19 - QUIET HOURS IN EFFECT 30 APR 0740Z UNTIL 30 APR 0830. DURING HOST NATION QUIET HOURS NO ENGINE RUNNING ACTIVITIES (TAXI, TAKE-OFF, LANDING, APUS, GPUS, ETC.) WILL BE PERIMITED ON YOKOTA AIR BASE. ANY MISSIONS REQUESTING TO OPERATE DURING THE DESIGNATED QUIET HOUR PERIODS ABOVE REQUIRE A QUIET HOUR WAIVER COORDINATED THROUGH THE 374TH AIRLIFT WING COMMAND POST.. VALID 1904300740 - 1904300830","JB",,0
9177,606,27-Apr-2019 12:00:00,"WX ADVZY 04-018 EXPIRED, QRC #7 CMPLT","JB",,0
9178,606,27-Apr-2019 13:00:00,"TWR CLOSED, AERODROME CLOSED. A1C K. FLICK/KF OFF DUTY, SSGT K. LONEY REMAINS ON STANDBY UNTIL 1600Z, SRA A. PERSUAD/AP WILL BE ON STANDBY FROM 1600Z - 2000Z. LOG CLOSED","JB",,0
9180,607,27-Apr-2019 20:00:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 20M, 0V, 3L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","CB",,0
9181,607,27-Apr-2019 20:01:00,"SOP #3 INITIATED","CB",,0
9183,607,27-Apr-2019 20:02:00,"UPDATED AFLD STATUS SLIDE","CB",,0
9184,607,27-Apr-2019 20:05:00,"AFLD5/CB ON AFLD FOR PRIOR TO FLYING CK","CB",,0
9185,607,27-Apr-2019 20:24:00,"AFLD5/CB OFF AFLD. RSC DRY, BWC LOW, BARRIERS WITHDRAWN","CB",,0
9186,607,27-Apr-2019 20:49:00,"TWR/IV ADVISED OPENING ON THE HOUR RWY:36 IN USE","CB",,0
9187,607,27-Apr-2019 20:55:00,"PTD BOTH UHF/VHF L/C","CB",,0
9188,607,27-Apr-2019 23:01:00,"PCAS CK CMPLT BY TWR/IV. ALL AGENCIES LOUD AND CLEAR","AP",,0
