"ID","shiftID","logOn","logOff","checkDate","outTime","inTime","Inspection","AF483Count","checkType","specialCheck","Remarks","callsign","initials","by","closed"
2986,638,9860,9861,13-May-2019 00:00:00,30-Dec-1899 02:22:00,30-Dec-1899 02:46:00,0,0,"6",0,"FOD REMOVED FROM ACCESS ROAD ADJ TO D2","AFLD5","DJ",,1
2989,639,9870,9874,13-May-2019 00:00:00,30-Dec-1899 05:30:00,30-Dec-1899 05:54:00,0,0,"9",0,"TOUR CMPLT","AFLD3","DJ",,1
2990,639,9873,9877,13-May-2019 00:00:00,30-Dec-1899 05:41:00,30-Dec-1899 06:57:00,0,0,"6",2,,"AFLD5","CB",,1
2993,639,9879,9880,13-May-2019 00:00:00,30-Dec-1899 07:12:00,30-Dec-1899 07:23:00,0,0,"9",0,"EX EX EX RETRIEVED DECONTAMINATION GEAR FROM BLDG 400 EX EX EX","AFLD5","CB",,1
2996,639,9882,9884,13-May-2019 00:00:00,30-Dec-1899 10:30:00,30-Dec-1899 11:50:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","JB",,1
2999,640,9892,9894,14-May-2019 00:00:00,30-Dec-1899 20:27:00,30-Dec-1899 20:41:00,0,0,,1,"RSC WET, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KK",,1
3002,640,9898,9901,14-May-2019 00:00:00,30-Dec-1899 21:21:00,30-Dec-1899 22:27:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KK/KF",,1
3005,640,9904,9913,14-May-2019 00:00:00,30-Dec-1899 23:08:00,30-Dec-1899 00:42:00,0,0,"9",0,"RAMP CK","AFLD6","KN",,1
3006,640,9906,9910,14-May-2019 00:00:00,30-Dec-1899 23:18:00,30-Dec-1899 23:59:00,0,0,"9",0,"ESCORT","AFLD5","KK",,1
3008,640,9911,9912,14-May-2019 00:00:00,30-Dec-1899 00:05:00,30-Dec-1899 00:19:00,0,0,"9",0,"ESCORT","AFLD5","KK",,1
3013,641,9926,9928,14-May-2019 00:00:00,30-Dec-1899 04:32:00,30-Dec-1899 04:50:00,0,0,"6",0,,"AFLD5","CB",,1
3015,641,9930,9933,14-May-2019 00:00:00,30-Dec-1899 06:05:00,30-Dec-1899 07:01:00,0,0,"6,9",0,"RAMP CK CMPLT","AFLD5","CB & TSGT M. DAVID/MD",,1
3018,641,9932,9934,14-May-2019 00:00:00,30-Dec-1899 06:46:00,30-Dec-1899 07:15:00,0,0,"9",0,"RAMP CK","AFLD2","CD & CAPT FLORES",,1
3021,641,9942,0,14-May-2019 00:00:00,30-Dec-1899 09:59:00,,0,0,"9",0,"RAMP CK","AFLD5","CB",,0
3022,641,9943,9944,14-May-2019 00:00:00,30-Dec-1899 11:55:00,30-Dec-1899 12:15:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","JB",,1
3024,642,9975,9976,15-May-2019 00:00:00,30-Dec-1899 04:34:00,30-Dec-1899 04:55:00,0,0,"6",0,,"AFLD5","CB/AP",,1
3027,643,9958,9960,15-May-2019 00:00:00,30-Dec-1899 20:19:00,30-Dec-1899 20:47:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KN",,1
3029,643,9961,9968,15-May-2019 00:00:00,30-Dec-1899 22:57:00,30-Dec-1899 00:06:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLF2","CD",,1
3031,643,9971,9972,15-May-2019 00:00:00,30-Dec-1899 02:34:00,30-Dec-1899 03:01:00,0,0,"6,8",0,,"AFLD5","KK",,1
3036,642,9977,9978,15-May-2019 00:00:00,30-Dec-1899 07:42:00,30-Dec-1899 08:23:00,0,0,"6",0,,"AFLD5","CB/JB",,1
3040,642,9981,9982,15-May-2019 00:00:00,30-Dec-1899 11:56:00,30-Dec-1899 12:11:00,0,0,"9",0,"RESPONDING FOR EX","AFLD5","CB",,1
3041,642,9986,9987,16-May-2019 00:00:00,30-Dec-1899 14:32:00,30-Dec-1899 15:14:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","JB",,1
3044,644,9991,9993,16-May-2019 00:00:00,30-Dec-1899 16:17:00,30-Dec-1899 16:34:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KK",,1
3047,644,9997,9998,16-May-2019 00:00:00,30-Dec-1899 20:10:00,30-Dec-1899 20:35:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KK",,1
3049,644,10001,10003,16-May-2019 00:00:00,30-Dec-1899 22:18:00,30-Dec-1899 22:28:00,0,0,"6,8",0,,"AFLD5","KK",,1
3051,644,10004,10016,16-May-2019 00:00:00,30-Dec-1899 23:00:00,30-Dec-1899 01:48:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD1","CD",,1
3052,644,10010,10011,16-May-2019 00:00:00,30-Dec-1899 23:41:00,30-Dec-1899 23:50:00,0,0,"6",0,,"AFLD6","KN",,1
3055,644,10017,10019,16-May-2019 00:00:00,30-Dec-1899 01:53:00,30-Dec-1899 02:26:00,0,0,"6",0,,"AFLD5","KK",,1
3057,645,10024,10026,16-May-2019 00:00:00,30-Dec-1899 07:24:00,30-Dec-1899 07:44:00,0,0,"6",0,,"AFLD5","AP",,1
3059,645,10029,10030,16-May-2019 00:00:00,30-Dec-1899 12:32:00,30-Dec-1899 13:49:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","JB",,1
3061,645,10031,10032,17-May-2019 00:00:00,30-Dec-1899 14:27:00,30-Dec-1899 15:05:00,0,0,"6",0,,"AFLD5","JB",,1
3062,646,10038,10041,17-May-2019 00:00:00,30-Dec-1899 20:21:00,30-Dec-1899 21:01:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KF",,1
3064,646,10046,10050,17-May-2019 00:00:00,30-Dec-1899 22:43:00,30-Dec-1899 23:43:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD2","CD/DJ",,1
3066,646,10051,10055,17-May-2019 00:00:00,30-Dec-1899 00:39:00,30-Dec-1899 01:05:00,0,0,"7",0,,"AFLD1","XS/CD",,1
3071,646,10057,10058,17-May-2019 00:00:00,30-Dec-1899 02:10:00,30-Dec-1899 02:27:00,0,0,"6,8",0,,"AFLD5","KF",,1
3073,646,10059,10063,17-May-2019 00:00:00,30-Dec-1899 03:20:00,30-Dec-1899 03:41:00,0,0,"6,8",0,,"AFLD5","SD",,1
3076,647,10065,10067,17-May-2019 00:00:00,30-Dec-1899 05:10:00,30-Dec-1899 06:15:00,0,0,"6",0,,"AFLD1","XS, CD & MD",,1
3077,647,10066,10068,17-May-2019 00:00:00,30-Dec-1899 05:11:00,30-Dec-1899 05:20:00,0,0,"9",0,"REPORTED INDIVIDUAL FLYING KITE NEAR RWY","AFLD5","JB",,1
3080,647,10072,10075,17-May-2019 00:00:00,30-Dec-1899 07:36:00,30-Dec-1899 07:50:00,0,0,"6",0,,"AFLD5","AP",,1
3082,647,10078,10080,17-May-2019 00:00:00,30-Dec-1899 11:24:00,30-Dec-1899 12:19:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER. FINAL CK","AFLD5","AP",,1
3085,648,10085,10086,18-May-2019 00:00:00,30-Dec-1899 20:13:00,30-Dec-1899 20:24:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","CB",,1
3087,648,10091,10092,18-May-2019 00:00:00,30-Dec-1899 21:05:00,30-Dec-1899 21:33:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","CB",,1
3089,648,10097,10098,18-May-2019 00:00:00,30-Dec-1899 02:21:00,30-Dec-1899 02:34:00,0,0,"9",0,"RAMP CK","AFLD5","SD",,1
3091,649,10101,10102,18-May-2019 00:00:00,30-Dec-1899 05:01:00,30-Dec-1899 05:27:00,0,0,"6,8",0,,"AFLD5","AP",,1
3092,649,10103,10104,18-May-2019 00:00:00,30-Dec-1899 08:11:00,30-Dec-1899 08:23:00,0,0,"9",0,"RAMP CK","AFLD5","AP",,1
3093,649,10105,10106,18-May-2019 00:00:00,30-Dec-1899 10:26:00,30-Dec-1899 11:32:00,0,0,,3,,"AFLD5","AP",,1
3094,649,10107,10108,18-May-2019 00:00:00,30-Dec-1899 12:24:00,30-Dec-1899 12:40:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
3095,650,10112,10113,19-May-2019 00:00:00,30-Dec-1899 20:15:00,30-Dec-1899 20:32:00,0,0,,1,"RSC DRY BWC LOW, BARRIERS WITHDRAWN","AFLD5","KK",,1
3097,650,10119,10120,19-May-2019 00:00:00,30-Dec-1899 22:37:00,30-Dec-1899 23:03:00,0,0,"9",0,"RAMP CK CMPLT","AFLD5","KK",,1
3100,650,10124,10125,19-May-2019 00:00:00,30-Dec-1899 01:32:00,30-Dec-1899 02:17:00,0,0,,2,,"AFLD5","SD",,1
3101,651,10128,10129,19-May-2019 00:00:00,30-Dec-1899 05:15:00,30-Dec-1899 05:27:00,0,0,"6",0,,"AFLD5","CB",,1
3103,651,10131,10132,19-May-2019 00:00:00,30-Dec-1899 07:33:00,30-Dec-1899 07:45:00,0,0,"9",0,"RAMP CK/483 CK","AFLD5","CB",,1
3105,651,10133,10134,19-May-2019 00:00:00,30-Dec-1899 10:16:00,30-Dec-1899 10:53:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","CB",,1
3107,651,10135,10136,19-May-2019 00:00:00,30-Dec-1899 12:13:00,30-Dec-1899 12:26:00,0,0,"9",0,"FINAL CK","AFLD5","CB",,1
3109,653,10140,10141,20-May-2019 00:00:00,30-Dec-1899 20:20:00,30-Dec-1899 20:39:00,0,0,,1,"RSC/DRY, BWC/LOW, BARRIERS WITHDRAWN","AFLD5","AP",,1
3111,653,10146,10147,20-May-2019 00:00:00,30-Dec-1899 23:11:00,30-Dec-1899 01:09:00,0,0,,2,,"AFLD5","AP",,1
3112,653,10155,10156,20-May-2019 00:00:00,30-Dec-1899 03:34:00,30-Dec-1899 03:46:00,0,0,"9",0,"RAMP CK","AFLD5","SD",,1
3113,654,10159,10170,20-May-2019 00:00:00,30-Dec-1899 04:56:00,30-Dec-1899 05:30:00,0,0,"6",0,,"AFLD3","EZ",,1
3115,654,10171,10172,20-May-2019 00:00:00,30-Dec-1899 07:01:00,30-Dec-1899 07:25:00,0,0,"6",0,,"AFLD5","JB",,1
3119,654,10175,10176,20-May-2019 00:00:00,30-Dec-1899 11:42:00,30-Dec-1899 12:07:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","CB",,1
3121,654,10180,10182,20-May-2019 00:00:00,30-Dec-1899 12:28:00,30-Dec-1899 12:41:00,0,0,"9",0,"FINAL CK","AFLD5","CB",,1
3125,656,10185,10186,21-May-2019 00:00:00,30-Dec-1899 20:15:00,30-Dec-1899 20:37:00,0,0,,1,"RSC/WET, BWC/LOW, BARRIERS WITHDRAWN","AFLD5","KF",,1
3127,656,10195,10196,21-May-2019 00:00:00,30-Dec-1899 23:16:00,30-Dec-1899 23:27:00,0,0,"7",0,,"AFLD5","KF",,1
3128,656,10200,10201,21-May-2019 00:00:00,30-Dec-1899 02:03:00,30-Dec-1899 03:05:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","AP",,1
3131,657,10204,10205,21-May-2019 00:00:00,30-Dec-1899 04:59:00,30-Dec-1899 05:17:00,0,0,"6,8",0,,"AFLD5","KK",,1
3134,657,10209,10210,21-May-2019 00:00:00,30-Dec-1899 06:40:00,30-Dec-1899 06:57:00,0,0,"8",0,"FOX REMOVED FROM CMA","AFLD5","KK",,1
3136,657,10214,10215,21-May-2019 00:00:00,30-Dec-1899 09:56:00,30-Dec-1899 10:08:00,0,0,"9",0,"2/483 CK AND IN COMPLIANCE","AFLD5","KK",,1
3138,657,10219,10220,21-May-2019 00:00:00,30-Dec-1899 11:05:00,30-Dec-1899 12:19:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
3140,658,10226,10232,22-May-2019 00:00:00,30-Dec-1899 20:15:00,30-Dec-1899 21:22:00,0,0,,1,"RSC ###, BWC ###, BARRIERS ###","AFLD5","SD",,1
3143,658,10235,10239,22-May-2019 00:00:00,30-Dec-1899 23:06:00,30-Dec-1899 23:18:00,0,0,"6",0,,"AFLD4","DJ",,1
3145,658,10240,10241,22-May-2019 00:00:00,30-Dec-1899 23:25:00,30-Dec-1899 00:09:00,0,0,"6,8",0,,"AFLD5","SD",,1
3147,658,10244,10246,22-May-2019 00:00:00,30-Dec-1899 01:27:00,30-Dec-1899 02:41:00,0,0,"9",0,"RAMP CK","AFLD5","SD/EZ",,1
3151,659,10250,10251,22-May-2019 00:00:00,30-Dec-1899 05:47:00,30-Dec-1899 06:22:00,0,0,"6",0,,"AFLD5","KK",,1
3153,659,10260,10261,22-May-2019 00:00:00,30-Dec-1899 08:33:00,30-Dec-1899 09:02:00,0,0,"9",0,"2/483 CK'D AND IN COMPLIANCE","AFLD5","KK",,1
3155,659,10267,10268,22-May-2019 00:00:00,30-Dec-1899 10:54:00,30-Dec-1899 11:54:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
3157,659,10269,10270,22-May-2019 00:00:00,30-Dec-1899 12:10:00,30-Dec-1899 12:24:00,0,0,"9",0,"FINAL CK","AFLD5","KK",,1
3159,662,10274,10275,23-May-2019 00:00:00,30-Dec-1899 20:41:00,30-Dec-1899 21:03:00,0,0,,1,,"AFLD5","KF",,1
3160,662,10285,10290,23-May-2019 00:00:00,30-Dec-1899 23:05:00,30-Dec-1899 00:42:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","SD",,1
3161,662,10286,10289,23-May-2019 00:00:00,30-Dec-1899 23:56:00,30-Dec-1899 00:32:00,0,0,"6,8",0,,"AFLD5","EZ",,1
3165,662,10292,10293,23-May-2019 00:00:00,30-Dec-1899 02:06:00,30-Dec-1899 02:32:00,0,0,"9",0,"RAMP CK","AFLD5","SD/EZ",,1
3167,662,10294,10295,23-May-2019 00:00:00,30-Dec-1899 03:31:00,30-Dec-1899 04:03:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3169,665,10299,10300,23-May-2019 00:00:00,30-Dec-1899 04:17:00,30-Dec-1899 04:36:00,0,0,"6",0,,"AFLD5","KK",,1
3171,665,10302,10303,23-May-2019 00:00:00,30-Dec-1899 06:06:00,30-Dec-1899 06:30:00,0,0,"6,8",0,,"AFLD5","KK",,1
3173,665,10306,10307,23-May-2019 00:00:00,30-Dec-1899 09:15:00,30-Dec-1899 09:27:00,0,0,"9",0,"RAMP CK","AFLD5","KK",,1
3175,665,10310,10311,23-May-2019 00:00:00,30-Dec-1899 12:12:00,30-Dec-1899 12:33:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
3177,666,10318,10319,24-May-2019 00:00:00,30-Dec-1899 20:08:00,30-Dec-1899 20:30:00,0,0,,1,"RSC ###, BWC ###, BARRIERS ###","AFLD5","AP",,1
3179,666,10325,10326,24-May-2019 00:00:00,30-Dec-1899 01:06:00,30-Dec-1899 02:12:00,0,0,,2,,"AFLD5","AP",,1
3180,666,10327,10328,24-May-2019 00:00:00,30-Dec-1899 03:16:00,30-Dec-1899 03:35:00,0,0,"6,8",0,,"AFLD5","SD",,1
3182,667,10332,10333,24-May-2019 00:00:00,30-Dec-1899 05:00:00,30-Dec-1899 05:35:00,0,0,"9",0,"SPOT CK/MEASURE WINGTIP CLEARANCE","AFLD5","JB & CB",,1
3183,667,10338,10341,24-May-2019 00:00:00,30-Dec-1899 08:00:00,30-Dec-1899 08:36:00,0,0,"6",0,,"AFLD5","CB",,1
3185,667,10342,10343,24-May-2019 00:00:00,30-Dec-1899 10:37:00,30-Dec-1899 11:37:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","CB & JB",,1
3188,667,10345,10346,24-May-2019 00:00:00,30-Dec-1899 13:05:00,30-Dec-1899 13:27:00,0,0,"6",0,,"AFLD5","JB",,1
3189,668,10350,10351,25-May-2019 00:00:00,30-Dec-1899 20:42:00,30-Dec-1899 20:58:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","SD",,1
3191,668,10356,10357,25-May-2019 00:00:00,30-Dec-1899 23:39:00,30-Dec-1899 00:53:00,0,0,"6,8",2,,"AFLD5","AP",,1
3192,668,10358,10359,25-May-2019 00:00:00,30-Dec-1899 01:23:00,30-Dec-1899 01:47:00,0,0,"6,8",0,,"AFLD5","AP",,1
3193,668,10360,10361,25-May-2019 00:00:00,30-Dec-1899 03:10:00,30-Dec-1899 03:26:00,0,0,"9",0,"RAMP CK","AFLD5","AP",,1
3196,669,10364,10365,25-May-2019 00:00:00,30-Dec-1899 05:55:00,30-Dec-1899 06:20:00,0,0,"6",0,"4 SPOT CKS CMPLT","AFLD5","CB",,1
3199,669,10366,10367,25-May-2019 00:00:00,30-Dec-1899 08:31:00,30-Dec-1899 09:00:00,0,0,"6",0,"2 SPOT CKS CMPLT","AFLD5","JB",,1
3202,669,10368,10369,25-May-2019 00:00:00,30-Dec-1899 09:42:00,30-Dec-1899 10:01:00,0,0,"9",0,"AFLD TOUR","AFLD5","CB",,1
3205,669,10371,10373,25-May-2019 00:00:00,30-Dec-1899 10:52:00,30-Dec-1899 11:23:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","JB",,1
3207,669,10379,10380,25-May-2019 00:00:00,30-Dec-1899 12:20:00,30-Dec-1899 12:32:00,0,0,"9",0,"FINAL CK","AFLD5","CB",,1
3209,670,10385,10386,26-May-2019 00:00:00,30-Dec-1899 22:12:00,30-Dec-1899 22:41:00,0,0,"6,8",0,,"AFLD5","KF",,1
3211,670,10390,10391,26-May-2019 00:00:00,30-Dec-1899 00:23:00,30-Dec-1899 01:18:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","AP",,1
3213,670,10394,10395,26-May-2019 00:00:00,30-Dec-1899 02:02:00,30-Dec-1899 02:28:00,0,0,"6,8",0,,"AFLD5","KF",,1
3215,670,10396,10398,26-May-2019 00:00:00,30-Dec-1899 03:27:00,30-Dec-1899 03:44:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3217,671,10401,10402,26-May-2019 00:00:00,30-Dec-1899 04:38:00,30-Dec-1899 04:56:00,0,0,"9",0,"RAMP CK","AFLD5","CB",,1
3219,671,10403,10404,26-May-2019 00:00:00,30-Dec-1899 07:27:00,30-Dec-1899 08:56:00,0,0,"6",0,"3 SPOT CKS CMPLT","AFLD5","JB",,1
3222,671,10405,10406,26-May-2019 00:00:00,30-Dec-1899 10:56:00,30-Dec-1899 11:32:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","CB",,1
3224,671,10410,10411,26-May-2019 00:00:00,30-Dec-1899 12:00:00,30-Dec-1899 12:25:00,0,0,"9",0,"FINAL CK","AFLD5","JB",,1
3225,672,10413,10414,27-May-2019 00:00:00,30-Dec-1899 20:13:00,30-Dec-1899 20:27:00,0,0,"9",0,"RAMP CK","AFLD5","KK",,1
3228,672,10420,10423,27-May-2019 00:00:00,30-Dec-1899 23:10:00,30-Dec-1899 00:12:00,0,0,,2,"DAILY INSPECTION CMPLT. 2/483 COLLECTED AND LOGGED ON TRACKER","AFLD5","KF",,1
3231,672,10426,10427,27-May-2019 00:00:00,30-Dec-1899 01:07:00,30-Dec-1899 01:31:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3233,672,10429,10430,27-May-2019 00:00:00,30-Dec-1899 02:24:00,30-Dec-1899 02:46:00,0,0,"6,8",0,,"AFLD5","KF",,1
3235,672,10432,10433,27-May-2019 00:00:00,30-Dec-1899 03:29:00,30-Dec-1899 03:43:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3236,671,10435,10436,26-May-2019 00:00:00,30-Dec-1899 14:40:00,30-Dec-1899 14:50:00,0,0,"9",0,"RAMP CK","AFLD5","JB",,1
3238,673,10439,10440,27-May-2019 00:00:00,30-Dec-1899 05:35:00,30-Dec-1899 05:46:00,0,0,"9",0,"RAMP CK","AFDL5","CB",,1
3240,673,10443,10444,27-May-2019 00:00:00,30-Dec-1899 06:54:00,30-Dec-1899 07:01:00,0,0,"6",0,"BARRIER WITHDRAWN","AFLD5","CB",,1
3242,673,10448,10449,27-May-2019 00:00:00,30-Dec-1899 13:11:00,30-Dec-1899 13:49:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","SD",,1
3245,674,10454,10455,28-May-2019 00:00:00,30-Dec-1899 16:27:00,30-Dec-1899 16:42:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3246,674,10456,10457,28-May-2019 00:00:00,30-Dec-1899 18:36:00,30-Dec-1899 19:07:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3248,674,10459,10461,28-May-2019 00:00:00,30-Dec-1899 20:13:00,30-Dec-1899 20:53:00,0,0,"6,8",0,,"AFLD5","KF",,1
3250,674,10467,10469,28-May-2019 00:00:00,30-Dec-1899 23:21:00,30-Dec-1899 00:34:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KF",,1
3252,674,10470,10471,28-May-2019 00:00:00,30-Dec-1899 02:03:00,30-Dec-1899 02:25:00,0,0,"6,8",0,,"AFLD5","KF",,1
3254,674,10473,10474,28-May-2019 00:00:00,30-Dec-1899 03:12:00,30-Dec-1899 03:48:00,0,0,"9",0,"RAMP CK","AFLD5","KF",,1
3256,675,10482,10483,28-May-2019 00:00:00,30-Dec-1899 05:04:00,30-Dec-1899 05:29:00,0,0,"6",0,"1/483 CK'D AND IN COMPLIANCE","AFLD5","KK",,1
3258,675,10484,10485,28-May-2019 00:00:00,30-Dec-1899 07:07:00,30-Dec-1899 07:18:00,0,0,"9",0,"RAMP CK CMPLT","AFLD5","KK",,1
3260,675,10493,10492,28-May-2019 00:00:00,30-Dec-1899 08:31:00,30-Dec-1899 08:49:00,0,0,"6",0,,"AFLD5","SD",,1
3265,675,10494,10495,28-May-2019 00:00:00,30-Dec-1899 11:13:00,30-Dec-1899 11:39:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","SD",,1
3267,676,10498,10499,29-May-2019 00:00:00,30-Dec-1899 20:05:00,30-Dec-1899 20:24:00,0,0,,1,"RSC/WET, BWC/LOW, BARRIERS WITHDRAWN","AFLD5","AP",,1
3269,676,10507,10508,29-May-2019 00:00:00,30-Dec-1899 01:32:00,30-Dec-1899 01:56:00,0,0,"6,8",0,"FOD/CABLE CK TO RESUME OPS","AFLD5","AP",,1
3270,676,10509,10510,29-May-2019 00:00:00,30-Dec-1899 23:54:00,30-Dec-1899 00:39:00,0,0,,2,,"AFLD5","AP",,1
3272,676,10512,10513,29-May-2019 00:00:00,30-Dec-1899 02:01:00,30-Dec-1899 02:38:00,0,0,"6,8",0,,"AFLD2","MD",,1
3273,677,10526,10527,29-May-2019 00:00:00,30-Dec-1899 07:20:00,30-Dec-1899 07:33:00,0,0,"6",0,,"AFLD5","KK",,1
3275,677,10533,10535,29-May-2019 00:00:00,30-Dec-1899 08:59:00,30-Dec-1899 09:47:00,0,0,"6,8",0,,"AFLD5","SD",,1
3277,677,10537,10538,29-May-2019 00:00:00,30-Dec-1899 11:40:00,30-Dec-1899 12:27:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
3279,677,10539,10540,29-May-2019 00:00:00,30-Dec-1899 12:40:00,30-Dec-1899 12:50:00,0,0,"9",0,"FINAL CK","AFLD5","KK",,1
3281,678,10543,10544,30-May-2019 00:00:00,30-Dec-1899 20:23:00,30-Dec-1899 20:54:00,0,0,,1,,"AFLD5","KF",,1
3282,678,10557,10558,30-May-2019 00:00:00,30-Dec-1899 23:12:00,30-Dec-1899 00:08:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KF",,1
3284,678,10559,10564,30-May-2019 00:00:00,30-Dec-1899 01:00:00,30-Dec-1899 01:21:00,0,0,"7,9",0,"WEEKLY FOD WALK","AFLD4","DJ",,1
3287,678,10562,10563,30-May-2019 00:00:00,30-Dec-1899 01:08:00,30-Dec-1899 01:33:00,0,0,"6",0,,"AFLD5","KN",,1
3291,678,10569,10570,30-May-2019 00:00:00,30-Dec-1899 02:15:00,30-Dec-1899 02:35:00,0,0,"6,8",0,,"AFLD5","KF",,1
3293,678,10571,10573,30-May-2019 00:00:00,30-Dec-1899 02:41:00,30-Dec-1899 03:06:00,0,0,"9",0,"PICKUP NEW TRUCK","AFLD4","DJ",,1
3295,679,10587,10584,30-May-2019 00:00:00,30-Dec-1899 04:18:00,30-Dec-1899 05:36:00,0,0,"6,9",0,"BARRIER ENGAGEMENT","AFLD5","KK",,1
3298,679,10591,10593,30-May-2019 00:00:00,30-Dec-1899 06:37:00,30-Dec-1899 07:20:00,0,0,"6",0,,"AFLD3","EZ",,1
3300,680,10608,10609,31-May-2019 00:00:00,30-Dec-1899 20:12:00,30-Dec-1899 20:25:00,0,0,,1,"RSC/DRY, BWC/LOW, BARRIERS CONGIF FOR 18 DEP","AFLD5","AP",,1
3302,680,10615,10616,31-May-2019 00:00:00,30-Dec-1899 21:57:00,30-Dec-1899 22:11:00,0,0,"9",0,"FOD/BARRIER CABLE CK","AFLD5","AP",,1
3303,680,10621,10622,31-May-2019 00:00:00,30-Dec-1899 00:20:00,30-Dec-1899 01:12:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","AP",,1
3305,680,10623,10624,31-May-2019 00:00:00,30-Dec-1899 03:10:00,30-Dec-1899 03:30:00,0,0,"9",0,"RAMP CK","AFLD5","AP",,1
3307,681,10629,10630,31-May-2019 00:00:00,30-Dec-1899 04:25:00,30-Dec-1899 04:41:00,0,0,"6",0,,"AFLD5","CB",,1
3309,681,10631,10632,31-May-2019 00:00:00,30-Dec-1899 04:57:00,30-Dec-1899 05:13:00,0,0,"9",0,"RAMP CK","AFLD5","CB",,1
3311,681,10635,10636,31-May-2019 00:00:00,30-Dec-1899 07:33:00,30-Dec-1899 07:45:00,0,0,"6",0,,"AFLD5","CB",,1
3313,681,10641,10643,31-May-2019 00:00:00,30-Dec-1899 10:58:00,30-Dec-1899 11:39:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","CB",,1
3315,681,10646,10647,31-May-2019 00:00:00,30-Dec-1899 14:58:00,30-Dec-1899 15:11:00,0,0,"9",0,"OPENING FOR QH","AFLD5","CB",,1
3316,682,10653,10654,01-Jun-2019 00:00:00,30-Dec-1899 20:17:00,30-Dec-1899 20:34:00,0,0,,1,"RSC/DRY, BWC/LOW, BARRIERS WITHDRAWN","AFLD5","AP",,1
