"ID","NOTAM","nType","countryCode","qcode","aerodrome","startTime","endTime","period","verbiage","issuedBy","isCancelled"
10105,"M0921/18","N","RJJJ","QXXXX","RJTY",11/20/2018 0:01:00,11/20/2018 4:00:00,,"2 X C-130S, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","SD",0
10106,"M0919/18","N","RJJJ","QXXXX","RJTY",11/20/2018 8:30:00,11/20/2018 12:30:00,,"4 X C-130S, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","SD",0
10107,"M0920/18","N","RJJJ","QXXXX","RJTY",11/20/2018 8:30:00,11/20/2018 12:30:00,,"HALO LINE, 1 X C-130, SRFC-10,000, EAGLE DZ, SKE RUN-IN","SD",0
10108,"M0917/18","N","RJJJ","QFAXX","RJTY",11/17/2018 5:58:00,11/17/2018 6:30:00,,"TFR TYPE C; LAT: 35 43 12.88 LNG: 139 21 20.19 IS WITHIN 3 MILES ON EITHER SIDE OF THE APPROACH/DEPARTURE CORRIDOR. FLIGHT OPERATIONS RESTRICTED TO INITIAL TAKEOFF AND FULL STOP LANDING ONLY. MULTIPLE IFR/VFR TRAFFIC PATTERNS ARE PROHIBITED. NO RESTRICTION TO GOROUND OPERATIONS.","EZ",0
10109,"M0922/18","N","RJJJ","QMRGO","RJTY",11/19/2018 8:09:00,11/19/2018 15:00:00,,"RWY IS WET WITH NO STANDING WATER","KK",0
10110,"M0923/18","N","RJJJ","QMXLC","RJTY",11/19/2018 20:00:00,11/20/2018 4:36:32,,"TWY K CLSD","KK",1
10111,"M0924/18","N","RJJJ","QWLLW","RJTY",11/20/2018 0:30:00,11/21/2018 8:00:00,"DLY 0030-0800","METOROLOGICAL BALLOON LAUNCH 361555N1391206E TAKING PLACE AT 0030Z, 0300Z, 0530Z, AND 0800Z. WILL ASCEND TO FL1150 WHILE TRAVELLING EAST 80NM DESCENDING APPROX 95 MINS LATER","SD",0
10112,"M0925/18","C",,,"RJTY",11/19/2018 23:58:26,11/22/2018 23:58:26,,"Cancel M0918/18","SD",0
10113,"M0926/18","C",,,"RJTY",11/20/2018 4:36:32,11/23/2018 4:36:32,,"Cancel M0923/18","KK",0
10114,"M0927/18","N","RJJJ","QFALC","RJTY",11/21/2018 9:00:00,11/20/2018 20:21:22,," AERODROME CLSD FOR THANKSGIVING HOLIDAY FROM 18325/0900Z (21 NOV 18/1800L JST) TO 18328/2100Z (24 NOV 18/0600L JST) CONTACT CP FOR EMERGENCY OPENINGS. AIRFIELD OPERATIONS WILL BE FULLY PREPARED TO OPEN THE AIRFIELD WITHIN 30 MINUTES SHOULD MISSION REQUIREMENTS DICTATE.","KN",1
10115,"M0928/18","C",,,"RJTY",11/20/2018 20:21:22,11/23/2018 20:21:22,,"Cancel M0927/18","KN",0
10116,"M0929/18","N","RJJJ","QFALC","RJTY",11/21/2018 9:00:00,11/23/2018 21:00:00,,"AERODROME CLSD FOR THANKSGIVING HOLIDAY FROM 18325/0900Z (21 NOV 18/1800L JST) TO 18327/2100Z (24 NOV 18/0600L JST) CONTACT CP FOR EMERGENCY OPENINGS. AIRFIELD OPERATIONS WILL BE FULLY PREPARED TO OPEN THE AIRFIELD WITHIN 30 MINUTES SHOULD MISSION REQUIREMENTS DICTATE.","KN",0
10117,"M0930/18","N","RJJJ","QFFCG","RJTY",11/26/2018 23:44:00,11/27/2018 4:40:52,,"FIRE CRASH CABABILITY DOWNGRADED TO YELLOW (80%). CANNOT SUPPORT AIRCRAFT WITH WINGSPAN OF 160 FT OR GREATER.","KK",1
10118,"M0931/18","C",,,"RJTY",11/27/2018 4:40:52,11/30/2018 4:40:52,,"Cancel M0930/18","KK",0
10119,"M0932/18","R","RJJJ","QGJAU","RJTY",11/27/2018 4:45:00,1/27/2019 13:00:00,,"Replaces M0800/18: AERODROME SURVEILLANCE APCHS NOT AVAILABLE","KK",0
10120,"M0933/18","N","RJJJ","QXXXX","RJTY",11/28/2018 0:49:00,11/28/2018 5:00:00,,"PARKING SPOTS E-6 AND E-4 CLSD","JG",0
10121,"M0934/18","N","RJJJ","QXXXX","RJTY",11/28/2018 2:15:00,11/28/2018 5:00:00,,"TAXIWAY ALPHA3 CLSD","JG",0
10122,"M0935/18","N","RJJJ","QMXLC","RJTY",11/28/2018 5:18:00,11/28/2018 23:40:24,,"AERODROME TWY A3 CLSD","JG",1
10123,"M0937/18","N","RJJJ","QMRGO","RJTY",11/28/2018 20:37:00,11/28/2018 23:24:34,,"RWY IS WET","JG",1
10124,"M0939/18","N","RJJJ","QWLLW","RJTY",11/29/2018 1:00:00,11/29/2018 3:30:00,,"IMC NOTAM REQUESTS 11 X C-130S, SRFC TO 1,015 FT AGL, 29 NOV/0100Z-0330Z, EAGLE DZ, SKE RUN-IN","SD",0
10125,"M0940/18","C",,,"RJTY",11/28/2018 23:24:34,12/1/2018 23:24:34,,"Cancel M0937/18","JG",0
10126,"M0941/18","C",,,"RJTY",11/28/2018 23:40:24,12/1/2018 23:40:24,,"Cancel M0935/18","JG",0
10127,"M0942/18","N","RJJJ","QMRGO","RJTY",11/29/2018 11:00:00,11/29/2018 13:00:00,,"RUNWAY IS WET, BUT NO STANDING WATER.","KN",0
10128,"M0946/18","N","RJJJ","QLPAS","RJTY",12/3/2018 20:19:00,12/7/2018 5:55:00,,"RWY 36 PAPI UNSERVICEABLE","SD",1
10130,"M0947/18","N","RJJJ","QLPAS","RJTY",12/3/2018 22:21:00,12/7/2018 5:55:00,,"RWY 18 PAPI UNSERVICEABLE","CB",1
10131,"M0951/18","N","RJJJ","QXXXX","RJTY",12/7/2018 23:00:00,12/8/2018 1:00:00,,"TFR FOR LAT:35° 37' 39.80N LNG:139° 29' 38.59E SFC-3000 FT AVOID BY 3NM","SD",0
10138,"M0950/18","C",,,"RJTY",12/4/2018 5:55:00,12/7/2018 5:55:00,,"Cancel M0946/18","SD",0
10139,"M0949/18","C",,,"RJTY",12/4/2018 5:55:00,12/7/2018 5:55:00,,"Cancel M0947/18","CB",0
10140,"M0944/18","N","RJJJ","QXXXX","RJTY",12/5/2018 8:00:00,12/5/2018 12:00:00,,"1 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","CB",0
10141,"M0948/18","N","RJJJ","QWVLW","RJTY",12/6/2018 8:00:00,12/6/2018 12:00:00,,"1 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
10143,"M0952/18","N","RJJJ","QMXLC","RJTY",12/5/2018 9:25:00,12/6/2018 5:00:00,,"TWY K CLSD","KF",0
10144,"M0953/18","N",,"QMRGO",,12/5/2018 21:32:00,12/6/2018 13:00:00,,"RUNWAY IS WET, BUT NO STANDING WATER.","kn",0
10145,"M0954/18","N","RJJJ","QMXLC","RJTY",12/6/2018 5:22:00,12/6/2018 13:00:00,,"TWY K CLSD","KF",0
10146,"M0957/18","N","RJJJ","QXXXX","RJTY",12/9/2018 4:00:00,12/9/2018 6:00:00,,"TFR FOR LAT:35° 39' 39.89N LNG:139° 22' 0.55E SFC-2000 FT AGL AVOID BY 1 NM","CB",0
10149,"M0958/18","N","RJJJ","QWVLW","RJTY",12/10/2018 0:01:00,12/10/2018 12:30:00,,"1 X C-130, SRFC TO 1,015 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN 1 X C-130, SRFC TO 1,015 FT AGL, 0830Z-1230Z, EAGLE DZ, SKE RUN-IN","SD",0
10150,"M0959/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:01:00,12/15/2018 21:00:00,,"OBST LIGHT ON RUNWAY 36 LOCALIZER UNLIT, WITHIN 500 FEET FROM RUNWAY EDGE.","JB",0
10164,"M0960/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:03:00,12/10/2018 21:06:00,,"OBST LIGHT ON RUNWAY 18 BAK-12 BARRIER CONTROL BUILDING UNLIT, WITHIN 500 FEET FROM RUNWAY EDGE.","JB",1
10165,"M0961/18","N","RJJJ","QXXXX","RJTY",12/7/2018 21:06:00,1/7/2019 21:00:00,,"OBST WITHIN 300 FEET FROM RUNWAY 18 APPROACH LIGHT FIXTURES UNLIT.","JB",1
10166,"M0967/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:13:00,12/15/2018 21:00:00,,"OBST LIGHT UNLIT ON ELECTRICAL CONTROL BUILDING, WITHIN 900 FEET ON THE EAST SIDE OF RUNWAY 18 OVERRUN.","JB",0
10167,"M0965/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:11:00,12/10/2018 21:12:00,,"OBST LIGHT UNLIT ON ELECTRICAL CONTROL BUILDING, WITHIN 900 FEET OF RUNWAY 18 OVERRUN.","JB",1
10168,"M0964/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:09:00,12/15/2018 21:00:00,,"OBST LIGHT UNLIT ON AN ELECTRICAL CONTROL BUILDING WITHIN 500 FEET FROM THE BEGINNING OF RUNWAY 36 OVERRUN.","JB",0
10169,"M0966/18","C",,"QXXXX","RJTY",12/8/2018 21:12:00,12/10/2018 21:12:00,,"Cancel M0965/18","JB",0
10170,"M0962/18","C",,,"RJTY",12/7/2018 21:06:00,12/10/2018 21:06:00,,"Cancel M0960/18","jb",0
10171,"M0963/18","N","RJJJ","QOLAS","RJTY",12/7/2018 21:07:00,12/15/2018 21:00:00,,"OBST LIGHT UNLIT ON THE WEST SIDE BAK-12 CONTROL BUILDING, WITHIN 500 FEET FRO MTHE RUNWAY EDGE.","JB",0
10172,"M0968/18","N","RJJJ","QLIXX","RJTY",12/7/2018 22:07:00,12/31/2018 13:00:00,,"RWY 18 RUNWAY END IDENTIFIER LGT UNSERVICEABLE","JB",1
10173,"M0969/18","N","RJJJ","QWVLW","RJTY",12/10/2018 23:00:00,12/11/2018 10:30:00,,"1 X C-130, SRFC TO 1,015 FT AGL, 2300Z-0300Z, EAGLE DZ, SKE RUN-IN 2 X C-130, SRFC TO 1,015 FT AGL, 0630Z-1030Z, EAGLE DZ, SKE RUN-IN","SD",0
10174,"M0970/18","N","RJJJ","QWVLW","RJTY",12/11/2018 23:00:00,12/12/2018 11:00:00,,"1 X C-130, SRFC TO 1,015 FT AGL, 2300Z-0300Z, EAGLE DZ, SKE RUN-IN 2 X C-130, SRFC TO 1,015 FT AGL, 0600Z-1100Z, EAGLE DZ, SKE RUN-IN","SD",0
10175,"M0971/18","N","RJJJ","QWVLW","RJTY",12/13/2018 0:01:00,12/13/2018 12:30:00,,"1 X C130, SRFC TO 1,015 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN 1 X C130, SRFC TO 1,015 FT AGL, 0830Z-1230Z, EAGLE DZ, SKE RUN-IN","CB",0
10176,"L0102/18","N","RJJJ","QXXXX","RJTY",12/10/2018 9:32:00,2/1/2019 13:00:00,,"TWY D HOLD SIGN AT TWY D2 NOT LGTD","KF",1
10177,"L0103/18","N","RJJJ","QXXXX","RJTY",12/10/2018 9:42:00,2/1/2019 13:00:00,,"TWY C HOLD SIGN AT TWY C1 NOT LGTD","KF",1
10178,"L0104/18","N","RJJJ","QXXXX","RJTY",12/10/2018 9:45:00,2/1/2019 13:00:00,,"TWY A HOLD SIGN AT TWY A1 NOT LGTD","KF",1
10180,"M0972/18","N","RJJJ","QXXXX","RJTY",12/11/2018 4:34:00,2/11/2019 13:00:00,,"TWY A HOLD SIGN AT TWY A1 NOT LGTD","KF",0
10181,"M0973/18","N","RJJJ","QXXXX","RJTY",12/11/2018 4:37:00,2/11/2019 13:00:00,,"TWY D HOLD SIGN AT TWY D2 NOT LGTD","KF",0
10183,"M0974/18","N","RJJJ","QXXXX","RJTY",12/11/2018 4:43:00,2/11/2019 13:00:00,,"TWY C HOLD SIGN AT TWY C1 NOT LGTD","KF",0
10184,"M0975/18","N","RJJJ","QMRGO","RJTY",12/11/2018 9:03:00,12/12/2018 1:00:00,,"RWY IS WET, BUT NO STANDING WATER","KF",0
10185,"M0976/18","N","RJJJ","QXXXX","RJTY",12/11/2018 11:06:00,2/11/2019 13:00:00,,"TWY B HOLD SIGN NOT LGTD","KF",1
10186,"M0978/18","N",,"QOLAS",,12/11/2018 20:37:00,12/31/2018 21:00:00,,"OBST LIGHT UNLIT ON THE WEST SIDE OF RUNWAY 18 BAK-12 CONTROL BUILDING, WITHIN 500 FEET FROM THE RUNWAY EDGE.","JB",0
10187,"M0979/18","N",,"QOLAS",,12/11/2018 20:38:00,12/31/2018 21:00:00,,"OBST LIGHT UNLIT ON THE EAST SIDE OF RUNWAY 36 BAK-12 CONTROL BUILDING, WITHIN 500 FEET FRO MTHE RUNWAY EDGE.","JB",0
10189,"L0108/18","N","RJJJ","QXXXX","RJTY",12/15/2018 21:00:00,12/20/2018 13:00:00,,"SPOTS C12 AND C14 CLOSED","CB",0
10190,"M0986/18","N","RJJJ","QXXXX","RJTY",12/16/2018 0:01:00,12/16/2018 8:00:00,,"TFR FOR LAT:35° 38' 42.65N LNG:139° 24' 30.80E SFC-2000 FT AGL AVOID BY 1 NM","CB",0
10191,"M1007/18","N",,"QMRGO",,12/16/2018 20:45:00,12/17/2018 6:00:00,,"RWY IS WET. WITH NO STANDING WATER","KK",0
10192,"M1023/18","N",,"QXXXX",,12/20/2018 0:59:00,2/28/2019 23:00:00,," CAUTION: 45.4 METERS (149 FEET) TALL UNLIT OBSTRUCTION LOCATED AT 35° 44' 15.81 N, 139° 21' 29.2 E. 169.4 METERS (555.8 FEET) ABOVE SEA LEVEL.","JB",0
10198,"M1034/18","N","RJJJ","QFALC","RJTY",12/30/2018 9:00:00,12/31/2018 0:00:00,,"AERODROME CLSD EXC SCHEDULED ACFT/AEROMEDICAL/ALERT ACFT/EMERGENCY ACFT/SEARCH AND RESCUE/VIP","JG",1
10200,"M1033/18","N","RJJJ","QOLAS","RJTY",12/26/2018 3:12:00,2/28/2019 23:00:00,"DLY SR-S","OBST LIGHTS 19 FEET AWAY FROM RUNWAY 36 OVERRUN AND ALONG THE SOUTH PERIMETER FENCE OF THE AIRFIELD ARE UNLIT.","JB",0
10201,"M1032/18","R","RJJJ","QOLAS","RJTY",12/26/2018 0:54:00,1/9/2019 0:00:00,,"REPLACES M0979/18: OBST LIGHT UNLIT ON THE EAST SIDE OF RUNWAY 36 BAK-12 CONTROL BUILDING, WITHIN 500 FEET FRO MTHE RUNWAY EDGE.","JB",1
10202,"M1031/18","R","RJJJ","QOLAS","RJTY",12/26/2018 0:54:00,1/17/2019 0:00:00,,"REPLACES M0978/18: OBST LIGHT UNLIT ON THE WEST SIDE OF RUNWAY 18 BAK-12 CONTROL BUILDING, WITHIN 500 FEET FROM THE RUNWAY EDGE.","JB",1
10203,"M1030/18","N","RJJJ","QOBCE","RJTY",12/28/2018 23:30:00,12/31/2018 7:00:00,"DLY 2330-070","CAUTION: CONSTRUCTION CRANE ERECTED AT A HEIGHT OF 114.8 FEET (35 METERS) AND A GROUND ELEVATION OF 438.3 FEET (133.6 METERS) MSL. LOCATED 139°21'02.22E 35°45'18.63N.","JB",0
10204,"M1029/18","R","RJJJ","QLIXX","RJTY",12/26/2018 0:46:00,1/9/2019 5:20:04,,"REPLACES M0968/18: RWY 18 RUNWAY END IDENTIFIER LGT UNSERVICEABLE","JB",1
10206,"M1006/18","N","RJJJ","QXXXX","RJTY",12/16/2018 3:14:00,2/10/2019 0:00:00,,"CAUTION: FOUR UNLIT BUILDINGS LOCATED 207 FEET FROM TAXIWAY FOXTROT AND THE ALTERNATE LANDING SURFACE CENTERLINE, NEAR THE SOUTH END OF THE TAXIWAY. DROP ZONE WALDO AFFECTED.","JB",1
10208,"M1035/18","C",,,"RJTY",12/28/2018 0:00:00,12/31/2018 0:00:00,,"CANCEL M1034/18","JG",1
10209,"M1037/18","C",,,"RJTY",12/28/2018 0:00:00,12/31/2018 0:00:00,,"CANCEL M1036/18","JG",1
10210,"M1040/18","N","RJJJ","QFALC","RJTY",12/30/2018 9:00:00,1/1/2019 0:00:00,,"AERODROME CLSD EXC EMERGENCY ACFT","SD",1
10211,"M1041/18","N","RJJJ","QXXXX","RJTY",12/31/2018 9:00:00,1/4/2019 5:54:16,,"QUIET HOURS IN EFFECT. NO TAXI, TAKEOFF, LANDING, ENGINE RUN, APU, ETC. MISSIONS REQ OPS REQUIRE WAIVER COORDINATED THROUGH 374AW/CP","SD",1
10212,"M1039/18","C",,,"RJTY",12/29/2018 0:00:00,12/31/2018 0:00:00,,"CANCEL M1038/18","SD",1
10213,"M1005/18","N","RJJJ","QXXXX","RJTY",12/16/2018 3:09:00,2/10/2019 0:00:00,,"BUILDING LOCATED 434 FEET FROM TAXIWAY FOXTROT AND 553 FEET FROM THE CONTROL TOWER ON THE EAST SIDE IS UNLIT AND WITHIN THE ALTERNATE LANDING SURFACE OF TAXIWAY FOXTROT. DROP ZONE WALDO AFFECTED.","JB",1
10214,"M1004/18","N","RJJJ","QOLAS","RJTY",12/16/2018 3:05:00,1/31/2019 23:00:00,,"OBST LIGHT UNLIT ON ELECTRICAL CONTROL BUILDING LOCATED 493 FEET FROM THE RUNWAY EDGE. LOCATED NEAR RUNWAY 36 GLIDE SLOPE.","JB",0
10215,"M1003/18","N","RJJJ","QOLAS","RJTY",12/16/2018 3:01:00,1/31/2019 23:00:00,,"OBST LIGHT UNLIT ON LIGHTING CONTROL BUILDING. LOCATED 220 FEET FROM RUNWAY 36 APPROACH 1000 FOOT LIGHT BAR ON THE WEST SIDE.","JB",0
10216,"M1001/18","N","RJJJ","QXXXX","RJTY",12/16/2018 2:59:00,1/31/2019 23:00:00,,"ELECTRICAL CONTROL BUILDING FOR RUNWAY 18 APPROACH LIGHTING SYSTEM IS UNLIT. THE OBSTACLE IS WITHIN 100 FEET OF RUNWAY 18 APPROACH 1000 FOOT LIGHT BAR.","JB",0
10217,"M0999/18","N","RJJJ","QOLAS","RJTY",12/16/2018 2:47:00,1/31/2019 23:00:00,,"OBST LIGHT UNLIT ON ELECTRICAL CONTROL BUILDING LOCATED 227 FEET FROM THE BEGINNING OF RUNWAY 18 OVERRUN.","JB",0
10218,"M0997/18","N","RJJJ","QOLAS","RJTY",12/16/2018 2:45:00,1/31/2019 23:00:00,,"OBST LIGHT UNLIT ON LIGHTING CONTROL BUILDING. LOCATED 278 FEET FROM RUNWAY 36 APPROACH LIGHTS ON THE WEST SIDE.","JB",0
10222,"M1042/18","N","RJJJ","QMXLC","RJTY",12/29/2018 2:49:00,1/1/2019 0:00:00,,"TWY K CLSD","KK",1
10223,"M1043/18","N","RJJJ","QFALC","RJTY",12/30/2018 9:00:00,1/1/2019 21:00:00,,"AERODROME CLSD EXC EMERGENCY ACFT","SD",0
10224,"M1044/18","C",,,"RJTY",12/29/2018 0:00:00,1/1/2019 0:00:00,,"CANCEL M1040/18","SD",0
10225,"M1045/18","C",,,"RJTY",12/29/2018 0:00:00,1/1/2019 0:00:00,,"CANCEL M1042/18","CB",0
10226,"M0001/19","N","RJJJ","QXXXX","RJTY",1/4/2019 0:01:00,1/4/2019 4:00:00,,"4 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","SD",0
10227,"M1050/18","N","RJJJ","QXXXX","RJTY",12/30/2018 10:10:00,1/31/2019 23:00:00,,"TAXIWAY ALPHA 1 RUNWAY GUARD LIGHT SYSTEM IS UNSERVICEABLE.","JB",0
10230,"M0002/19","N","RJJJ","QWVLW","RJTY",1/7/2019 1:00:00,1/7/2019 4:00:00,,"AERODROME IMC FORMATION FLIGHT 1 X C-130, SRFC TO 1,015 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN","KK",0
10231,"M0003/19","N","RJJJ","QOBCE","RJTY",1/6/2019 23:00:00,1/7/2019 8:00:00,,"OBSTACLE CRANE 354416N1392151E (0.75NM EAST RJTY) 511.8FT MSL (114.8FT AGL) ERECTED","SD",0
10232,"M0004/19","N","RJJJ","QXXXX","RJTY",1/4/2019 23:08:00,1/5/2019 13:00:00,,"NAVAID ILS RWY 36 UNSERVICEABLE","CB",1
10233,"M0005/19","N","RJJJ","QOBCE","RJTY",1/6/2019 23:00:00,1/7/2019 8:00:00,,"OBSTACLE CRANE 354417N1392148E (0.75NM EAST RJTY) 511.8FT MSL (114.8FT AGL) ERECTED","SD",0
10234,"M0006/19","N","RJJJ","QWVLW","RJTY",1/7/2019 8:00:00,1/7/2019 12:00:00,,"IMC FORMATION FLIGHT 3 X C-130, SRFC TO 1,015 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","SD",0
10235,"M0007/19","N","RJJJ","QOBCE","RJTY",1/7/2019 23:00:00,1/17/2019 8:00:00,,"OBSTACLE CRANE 354431N1392037E (0.35NM WEST RJTY) 541FT MSL (108FT AGL) ERECTED","SD",0
10236,"M0008/19","N","RJJJ","QOBCE","RJTY",1/7/2019 23:00:00,1/24/2019 8:00:00,,"OBSTACLE CRANE 354453N1392035E (0.3NM WEST RJTY) 517.3FT MSL (76FT AGL) ERECTED","SD",0
10238,"M0010/19","N","RJJJ","QXXXX","RJTY",1/4/2019 23:29:00,1/5/2019 13:00:00,,"NAVAID ILS RWY 36 GLIDE SLOPE UNSERVICEABLE","CB",1
10239,"M0014/19","C",,,"RJTY",1/6/2019 0:00:00,1/9/2019 0:00:00,,"CANCEL M1032/18"," JB",0
10240,"M0013/19","N","RJJJ","QWVLW","RJTY",1/8/2019 8:00:00,1/8/2019 12:00:00,,"HALO/STATIC LINE, 3 X C-130, SRFC TO 10,000 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","JB",0
10241,"M0012/19","N","RJJJ","QWVLW","RJTY",1/8/2019 0:01:00,1/8/2019 4:00:00,,"HALO/STATIC LINE, 3 X C-130, SRFC TO 10,000 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN","JB",0
10243,"M0018/19","N","RJJJ","QWVLW","RJTY",1/10/2019 8:00:00,1/9/2019 5:21:12,,"HALO/STATIC LINE, 4 X C-130, SRFC TO 10,000 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","KK",1
10244,"M0022/19","N","RJJJ","QWVLW","RJTY",1/10/2019 8:00:00,1/10/2019 12:00:00,,"HALO/STATIC LINE, 4 X C-130, SRFC TO 13,000 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","KK",0
10246,"M0021/19","N","RJJJ","QWVLW","RJTY",1/11/2019 0:01:00,1/11/2019 4:00:00,,"HALO/STATIC LINE, 1 X C-130, SRFC TO 13,000 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN","KK",0
10247,"M0019/19","N","RJJJ","QOLAS","RJTY",1/7/2019 11:46:00,3/7/2019 23:59:00,,"OBST LIGHT ON BLDG 703 UNSERVICEABLE. LOCATED AT 35.68°N, 139.69°E","JB",0
10248,"M0020/19","N","RJJJ","QOLAS","RJTY",1/7/2019 11:55:00,3/7/2019 23:59:00,,"OBST LIGHT ON BLDG 702 UNSERVICEABLE. LOCATED AT 35.6894°N, 139.6917°E.","JB",0
10250,"M0017/19","N","RJJJ","QWVLW","RJTY",1/10/2019 0:01:00,1/10/2019 4:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN","JB",0
10251,"M0016/19","N","RJJJ","QWVLW","RJTY",1/9/2019 8:00:00,1/9/2019 12:00:00,,"HALO/STATIC LINE, 4 X C-130, SRFC TO 10,000 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","JB",0
10253,"M0015/19","N","RJJJ","QWVLW","RJTY",1/9/2019 0:01:00,1/9/2019 4:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, 0001Z-0400Z, EAGLE DZ, SKE RUN-IN","JB",0
10254,"M0028/19","N","RJJJ","QXXXX","RJTY",1/15/2019 0:01:00,1/15/2019 4:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","CB",0
10255,"M0025/19","N","RJJJ","QXXXX","RJTY",1/14/2019 0:01:00,1/14/2019 4:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","JB",0
10256,"M0026/19","N","RJJJ","QXXXX","RJTY",1/14/2019 8:00:00,1/14/2019 12:00:00,,"4 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","JB",0
10257,"M0027/19","N","RJJJ","QXXXX","RJTY",1/14/2019 8:00:00,1/14/2019 12:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","JB",0
10258,"M0029/19","N",,"QMRXX",,1/12/2019 10:00:00,1/16/2019 0:00:00,,"RWY 18/36 WET WITH STANDING WATER LESS THAN 1/10 OF AN INCH OBSERVED AT 1901120950.","JB",1
10261,"M0030/19","N","RJJJ","QMXLC","RJTY",1/12/2019 23:11:00,1/16/2019 0:00:00,,"TWY K CLSD","KK",1
10264,"M0031/19","C",,,"RJTY",1/13/2019 0:00:00,1/16/2019 0:00:00,,"CANCEL M0029/19","KK",0
10265,"M0032/19","N","RJJJ","QWVLW","RJTY",1/15/2019 8:00:00,1/15/2019 12:00:00,,"IMC FORMATION FLIGHT 4 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
10266,"M0033/19","N","RJJJ","QWVLW","RJTY",1/15/2019 8:00:00,1/15/2019 12:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
10267,"M0034/19","C",,,"034/",1/13/2019 0:00:00,1/16/2019 0:00:00,,"CANCEL M0030/19","KK",0
10268,"M0037/19","N",,"QXXXX",,1/16/2019 8:00:00,1/16/2019 12:00:00,," HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","JB",0
10269,"M0036/19","N",,"QXXXX",,1/16/2019 8:00:00,1/16/2019 12:00:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","JB",0
10270,"M0035/19","N",,"QXXXX",,1/16/2019 0:01:00,1/16/2019 0:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 10,000 FT AGL, EAGLE DZ, SKE RUN-IN","JB",1
10271,"M0038/19","N",,,,1/13/2019 12:36:00,2/14/2019 0:00:00,,"OBST LIGHT UNLIT ON THE WEST SIDE BAK-12 BARRIER SHACK FOR RUNWAY
 36 ON THE NORTH END. LOCATION: 35°45'33.0"" N, 139°20'42.6"" E. 13 JAN 12:16 2019 UNTIL 13 MAR 23:59 2019.","JB",1
10272,"M0039/19","C",,,,1/14/2019 12:43:00,1/17/2019 12:43:00,,"Cancel M0028/19","AP",0
10273,"M0040/19","N",,"QXXXX",,1/14/2019 23:00:00,1/15/2019 3:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 12,500 FT AGL, EAGLE DZ, SKE RUN-IN","AP",0
10274,"M0042/19","N",,"QXXXX",,1/15/2019 7:30:00,1/15/2019 12:00:00,,"HALO/STATIC LINE, 2 X C-130, SRFC TO 12,500 FT AGL, EAGLE DZ, SKE RUN-IN","AP",0
10275,"M0041/19","N",,"QXXXX",,1/14/2019 12:53:00,1/17/2019 12:53:00,,"M0041/19 NOTAMC M0033/19","AP",0
10276,"M0043/19","N",,"QOLAS",,1/15/2019 12:37:00,2/10/2019 0:00:00,," OBST LIGHT UNSERVICEABLE ON RUNWAY 36 GLIDESLOPE","JB",1
